AMB_TEMP,CO,NO,NO2,NOx,O3,PM10,WS_HR,RAINFALL,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,PM2.5
23.3,0.22,0.9,4.1,5.1,54.1,37,2.8,0,63,1.7,117,99,2.2,20
23.1,0.2,0.8,3.3,4.1,53.6,54,2.2,0,64,1.6,102,80,2.5,14
22.9,0.21,0.4,3.7,4.2,52.2,43,1.8,0,66,1.8,94,115,1.6,17
22.7,0.2,0,3.3,3.2,51.6,39,1.8,0,67,1.8,98,97,1.8,15
22.7,0.19,0,2.6,2.6,51.8,39,1.9,0,68,1.8,114,113,2.1,18
22.6,0.19,0.2,2.1,2.4,53.4,40,2,0,68,1.8,121,121,2.3,15
22.3,0.22,0.2,3.6,3.8,51.2,39,2.1,0,70,1.9,110,115,2.7,12
22.9,0.27,0.5,7.1,7.6,50.2,32,2,0,68,2.1,99,101,2.2,15
24.5,0.32,1.3,7.8,9.1,51.2,33,2.7,0,62,2.1,119,130,3.4,9
25.5,0.26,1,4.8,5.8,55.6,29,3.9,0,57,2,122,118,3.8,9
26.6,0.23,1,3.9,5,57,33,4,0,53,1.9,134,143,5.6,16
27.5,0.22,0.5,2.9,3.4,58.3,31,4.8,0,50,1.9,138,128,4.7,12
28.5,0.27,0.9,4.7,5.7,56.8,34,3.7,0,47,2.1,121,110,4.9,8
29,0.26,0.9,4.5,5.4,55.2,32,3.4,0,46,2,121,128,4.2,10
29.3,0.24,1,4.6,5.6,49.3,32,3.5,0,48,2,128,129,4.2,8
28.1,0.21,0.9,3.2,4.2,45.7,25,5,0,55,2,123,126,5.8,7
27.2,0.21,0.6,3.4,4,46,11,4.8,0,60,1.9,125,122,3.8,5
26.6,0.28,1.6,6.3,7.9,41.7,11,3,0,65,2.1,99,118,3.5,5
26,0.3,0.8,6.9,7.7,39.3,14,3,0,68,2.1,124,119,2.9,3
25,0.37,1.4,10.1,11.5,34.3,7,2.3,0,73,2.2,93,85,2.6,1
24.6,0.38,0.9,11.1,12.1,32.4,3,1.6,0,77,2.2,99,95,2.2,1
24.4,0.33,0.7,9.5,10.3,34.2,2,2.1,0,78,2.2,113,121,2,0
24.2,0.33,0.4,9.9,10.4,32.9,6,1.8,0,80,2.2,108,115,2.4,0
24.2,0.27,0.3,7.9,8.2,34.3,4,2.1,0,81,2.2,114,124,2,4
23.9,0.24,0.2,6,6.2,34.6,0,1.8,0,82,2.1,99,83,2.4,4
23.9,0.22,0.3,4.9,5.2,35.4,0,1.8,0,83,2.2,89,86,1.9,2
24,0.18,0.7,3.1,3.9,35.9,2,1.7,0,84,1.3,94,109,1.4,1
23.9,0.18,0.4,4.1,4.6,33.2,2,1.6,0,84,1.3,74,79,1.7,1
24,0.19,0.7,4.5,5.3,33.5,3,1.7,0,84,1.3,72,78,2.6,0
24.1,0.18,0.6,3.6,4.3,33.9,2,1.9,0,84,1.2,96,88,2,0
24.1,0.22,0.5,5.2,5.7,30.5,0,1.4,0,84,1.3,79,76,1.6,0
24.7,0.28,1.4,9.8,11.3,29.1,10,1,0,83,1.5,77,67,1.8,1
26.9,0.41,4.8,12.1,16.9,29.5,6,1.8,0,74,1.6,85,88,1.9,1
28.1,0.3,2.9,6.7,9.7,36.7,5,3.5,0,67,1.7,131,127,3.2,1
29,0.23,1.9,4.7,6.7,37.4,7,3.8,0,64,1.7,115,121,4.1,2
28.5,0.22,2.1,5.3,7.4,35.6,11,3.1,0,65,2,122,123,3.1,3
29.2,0.32,2.5,5.6,8.1,34.4,12,2.5,0,64,2.4,111,132,3.3,3
29.6,0.26,2,4.1,6.1,33.5,6,3.2,0,60,1.9,119,90,3.2,1
30.1,0.3,3,7,10,29.2,18,2.1,0,59,1.6,114,107,2,5
29.7,0.29,2.6,6.6,9.3,29.5,14,2.4,0,61,1.3,124,131,3.3,3
28.9,0.26,1.4,5.2,6.6,31,13,3.5,0,62,1.1,134,135,3.4,8
27.7,0.38,1.8,9.8,11.6,26.1,16,2.3,0,66,1.3,113,97,1.9,10
27.3,0.44,2,13.7,15.7,20.3,11,1,0,68,1.5,119,158,0.7,10
26.9,0.4,1.3,13.9,15.2,18.1,15,1,0,70,1.8,133,136,1.2,8
26.1,0.39,1.6,13.5,15.1,17,15,0.9,0,73,1.5,158,163,0.9,8
25.8,0.37,1.7,13.4,15.1,15.1,20,0.8,0,75,2,141,175,1.1,8
25.2,0.33,1.3,11.3,12.6,12.9,13,0.9,0,77,2.3,175,193,1.5,10
24.3,0.29,1.2,9.2,10.5,10.2,14,1.3,0,80,1.1,198,195,1.5,12
23.9,0.2,0.1,4.5,4.6,9.8,15,1.5,0,81,1.3,201,211,1.5,9
24,0.2,0,3.4,3.3,9.2,10,0.7,0,81,1.3,199,214,0.4,10
24.2,0.21,0.1,5.1,5.2,8.1,9,0.9,0,80,1.5,189,191,1.7,8
23.9,0.2,0.4,4.8,5.2,6.5,10,1.1,0,81,1.2,186,171,0.7,7
24.2,0.28,0.6,7.4,8,6.6,16,0.3,0,82,2.4,331,332,1.8,13
24,0.23,0.3,7,7.3,28.7,8,2.1,0,83,1.7,312,300,2.4,10
23.6,0.33,0.6,11.2,11.9,24.8,7,2.2,0,83,1.9,309,314,2.1,12
23.8,0.47,2.2,14.3,16.6,23.2,15,1.8,0,83,1.9,331,332,2.1,9
24.6,0.36,3.9,13.9,17.8,29.5,14,1.7,0,79,2.5,275,263,2.8,17
26.8,0.22,1.3,5.5,6.8,44.5,13,1.1,0,66,2,44,44,2.5,10
26.9,0.26,2.1,9.3,11.4,41.2,11,1.5,0,63,1.8,74,79,2.3,8
26.4,0.25,1.5,7.3,8.9,42.4,7,1.5,0,64,1.8,71,104,2.6,6
25.2,0.33,1.3,11.4,12.8,36.7,7,1.5,0,69,1.7,101,105,1.6,3
24,0.4,1,13.8,14.9,35.5,19,1.2,0,74,1.9,79,73,2.2,3
23.2,0.31,0.4,10,10.5,39.8,16,1.5,0,78,1.8,103,102,2.1,5
23.1,0.26,0.7,9.3,10,39.3,13,1.5,0,78,1.7,96,91,1.7,5
22.9,0.25,0.3,8.2,8.6,40,15,1.3,0,80,1.7,93,96,1.8,8
22.8,0.23,0.3,7.9,8.2,37.3,7,1.1,0,82,1.8,114,68,0.9,9
23.1,0.26,0.3,11.1,11.4,29.2,8,1,0,81,1.9,131,127,1.3,8
23.2,0.27,0.1,12.1,12.3,24.1,16,0.6,0,80,1.7,68,41,1.3,8
22.9,0.21,0.9,8.5,9.4,23.8,12,0.8,0,82,1.5,108,132,0.9,8
22.6,0.18,0.5,5,5.5,29.2,9,1.4,0,84,1.3,132,128,1.1,5
22.5,0.19,0.7,4.9,5.7,22.4,4,1.1,0,83,1.5,184,169,1.2,4
22.4,0.18,0.5,3.9,4.4,19.1,5,1,0.2,82,1.4,168,140,0.8,5
22.4,0.34,0.6,6.5,7.1,19,6,1.2,0,84,1.5,164,175,2.1,5
22.2,0.32,3.3,6.2,9.5,14.3,7,2,0,82,1.5,182,186,2.2,6
23.1,0.31,3.8,7.4,11.3,19.8,11,1.6,0,78,1.6,172,151,1.5,5
24.6,0.31,4.8,7.8,12.6,27.3,17,1.4,0,73,1.6,167,93,2,2
26.4,0.25,2.1,7.1,9.3,43.5,17,1.1,0,67,2.6,22,345,3,7
27,0.26,2.2,6.7,8.9,46.2,20,1.2,0,64,2.3,37,37,2.5,5
28.1,0.26,1.9,6.3,8.3,47.8,20,1.2,0,61,2.5,64,99,2.4,5
28.2,0.24,2.1,6.2,8.3,50.1,23,1.7,0,59,2.7,27,354,2.5,12
28.6,0.26,1.8,6.3,8.1,51.1,26,1.2,0,58,3.4,18,353,3.3,13
26.7,0.23,1.5,5.6,7.2,51.3,31,1.8,0,65,2.6,26,71,2,12
26.5,0.25,1.4,7.9,9.4,47.2,24,1.7,0,66,2.8,81,79,2.3,10
25.8,0.32,1.4,9.4,10.9,44.1,31,1.1,0,68,2.6,36,50,1.8,11
25.2,0.38,1.8,12.3,14.1,42.1,29,1.2,0,70,2.4,71,69,1.9,12
24.6,0.34,1.1,12.2,13.3,41.2,28,0.8,0,72,3.5,73,32,2.2,11
24.1,0.33,0.9,12.6,13.5,39.2,30,0.7,0,75,2.8,88,133,1.4,15
24,0.27,1,8.7,9.7,41.7,25,1.5,0,73,1.7,117,120,1.8,12
23.9,0.25,1.1,7.1,8.3,42.5,20,1.7,0,71,1.6,136,97,1.5,14
23.5,0.36,0.9,14.8,15.8,28,23,1,0,74,1.7,101,108,1.6,11
23.1,0.32,0.9,13.5,14.4,25.8,25,0.7,0,75,1.8,82,139,1.1,12
22.8,0.27,0.8,9.6,10.4,29.5,24,0.7,0,77,1.4,84,45,1.1,10
22.7,0.22,0.5,5.1,5.7,33.3,22,0.9,0,78,1.5,104,112,1.3,4
22.9,0.2,0.7,4,4.7,37.5,24,0.7,0,76,1.4,92,63,1.3,11
23.3,0.18,0.6,3,3.7,43.2,24,1.4,0,72,1.3,129,136,2.5,11
23.4,0.17,0.3,1.4,1.8,47.3,19,1.7,0,69,1.2,116,102,1.8,10
23.3,0.19,0.6,3.4,4,43.2,26,0.9,0,69,1.2,97,36,1.2,12
23.2,0.23,0.6,5.7,6.4,38.1,23,1.1,0,72,1.2,86,89,1.2,12
23.9,0.3,1.7,9.3,11.1,35.1,23,1,0,70,1.3,107,111,1.2,10
24.7,0.29,1.4,8.1,9.5,40.2,30,1,0,68,1.4,90,88,1.6,10
24.5,0.28,1.5,6.6,8.1,44.2,16,1.6,0,68,1.4,62,78,3.3,10
24.1,0.29,1.5,8,9.5,44.7,10,2.1,0,68,1.2,80,75,1.8,6
24.6,0.28,1.7,6.9,8.7,44,9,1.8,0,65,1.3,113,135,2.1,2
24.9,0.24,1.2,3.6,4.9,45.1,10,2.9,0,63,1.2,142,144,3.5,2
24.9,0.27,0.9,5.4,6.4,42.9,10,1.4,0,63,1.2,109,83,1.2,5
24.5,0.3,1.7,9.2,11,39,12,1.3,0,67,1.3,97,91,2.1,7
23.5,0.3,1.6,8.5,10.1,39.7,17,1.1,0.2,72,1.3,97,101,1.9,7
22.6,0.26,1,6.8,7.9,39,16,1.6,0,75,1.2,130,136,1.4,9
22.4,0.3,1.6,9.1,10.7,36.3,17,1.3,0,75,1.3,120,141,2.8,8
22.2,0.26,1.3,5.6,6.9,36.3,18,2.2,0,76,1.4,138,130,2.2,6
22.1,0.29,1.2,8.1,9.3,32.7,18,1.4,0,76,1.6,119,100,1.4,7
22.1,0.28,1.4,8,9.5,32.5,11,1.4,0,76,1.8,117,103,1.5,8
22.2,0.21,1,4.1,5.2,39.3,9,2.4,0,73,1.8,133,128,2.3,6
22.4,0.23,0.8,5.4,6.3,39.9,12,1.7,0,71,1.7,125,82,1.4,7
22.6,0.21,0.6,3.6,4.2,43,13,2.3,0,69,1.6,131,144,1.8,5
22.4,0.18,0.7,2.2,3,44.3,12,1.4,0,70,1.3,95,133,1.5,7
22.1,0.16,0.3,3.5,3.9,41.9,11,1.1,0,72,1.9,113,95,1.5,7
21.7,0.15,0.3,2.1,2.5,46.5,5,2.7,0,73,1.9,137,151,3.7,5
22,0.15,0.1,1.6,1.7,47.4,12,1.4,0,69,1.8,110,126,1.8,4
21.6,0.15,0.1,3,3.2,41.9,14,1.6,0,71,1.9,86,109,2.1,8
21.8,0.17,0.3,2.9,3.2,42.8,16,2.3,0,73,1.8,128,119,2.9,9
22.4,0.22,0.7,7.5,8.2,39.4,11,1.8,0,69,2,76,77,2,6
23.5,0.38,2.9,13.6,16.5,35.5,23,1.2,0,67,2.2,97,105,1.8,10
25.2,0.31,2.7,9.7,12.5,42.4,25,2.2,0,60,2.1,91,74,3.3,10
26.4,0.22,1.7,6.1,7.9,47.8,27,2.4,0,53,1.7,101,100,3.8,10
25.5,0.23,1.7,6.6,8.3,45.6,24,2.4,0,60,1.6,72,66,2.7,8
26.8,0.21,1.7,4.6,6.4,48,27,3.5,0,55,1.6,118,116,5.4,10
27.2,0.19,1.7,3.5,5.3,49.2,19,4,0,51,1.6,127,127,4.3,6
27.4,0.19,2.4,4.6,7,47.5,17,3.7,0,50,1.6,129,128,4.8,8
27.4,0.17,0.8,2,2.8,50.3,28,5.7,0,48,1.3,133,136,6.1,6
27.1,0.18,0.7,2.4,3.2,50.2,20,6.1,0,48,1.4,141,134,6.5,6
26.2,0.18,0.8,2.7,3.5,49.4,18,5.3,0,52,1.4,138,129,5.7,8
25.5,0.24,0.7,5.2,6,45.5,18,3.6,0,54,1.3,134,130,3,7
24.8,0.26,0.9,6.5,7.5,43.8,22,3.4,0,57,1.5,133,136,3.6,7
24.6,0.22,0.6,5.4,6,45.6,13,4,0,57,1.6,129,130,3.8,9
24.6,0.21,0.3,4.8,5.2,45.4,19,4.1,0,57,1.6,131,136,4,7
24.6,0.27,0.5,8.1,8.6,40.6,19,1.8,0,58,1.6,113,92,2.3,6
24.5,0.26,0.5,8.1,8.7,38.7,15,1.6,0,57,1.6,124,145,1.6,11
24.6,0.28,0.5,8.8,9.4,36.2,23,0.8,0,55,1.8,119,176,2.1,10
24.2,0.24,0.3,5.2,5.6,35.1,25,1.4,0,57,2.4,175,165,1.5,20
23.9,0.21,0.7,5.1,5.8,34.2,17,1.4,0,58,1.6,165,187,1.8,11
23.6,0.2,0.9,3.7,4.6,36.2,13,1.4,0,60,1.4,149,140,1.7,11
23.1,0.19,1,3.8,4.8,33.1,18,1.4,0,62,1.5,166,201,0.8,12
23,0.2,1.3,3.9,5.2,34.1,17,1.1,0,62,1.5,174,219,1.2,8
22.8,0.25,1,4.2,5.2,33.1,16,1.7,0,63,1.5,152,170,1.6,6
23.2,0.26,2,7,9.1,31.9,13,1.6,0,62,1.8,145,130,1.6,6
24.7,0.34,3.4,7.9,11.4,33.8,21,1.4,0,58,1.9,148,192,1.7,10
26,0.31,3.5,8.5,12,36.8,19,1.1,0,55,1.7,174,214,1.3,12
27.8,0.25,3,5.9,8.9,42.5,19,0.8,0,52,1.5,107,136,1.4,8
28.4,0.23,3.3,6.8,10.1,43.8,23,2.2,0,52,1.5,121,134,2.9,6
28.7,0.22,2.2,5.2,7.4,47.6,17,2.5,0,53,1.4,119,128,3.2,6
27.6,0.21,1.6,4.5,6.2,47,17,2.6,0,57,1.3,134,146,1.8,6
23.9,0.29,1.6,11.1,12.8,43.5,29,0.6,8.2,74,1.5,141,140,1.6,15
22.4,0.26,2,10.9,13,32.1,10,1.5,6.8,83,1.4,149,192,1.3,11
22.2,0.32,2.7,15.5,18.3,27,16,0.9,1,86,1.5,130,64,0.9,11
22.8,0.34,3.9,16.7,20.7,23.5,14,1.1,0,84,1.5,136,132,1.7,12
23.1,0.51,4.7,18.6,23.4,18.2,19,1.2,0,83,1.7,167,163,1.5,13
22.8,0.51,5,17.3,22.3,16.7,18,1.7,0,84,1.9,168,162,2.2,12
22.6,0.39,3.9,12.8,16.7,18.8,17,1.7,0,84,1.7,171,183,1.8,9
22.5,0.38,3.1,12.9,16,16.6,12,1.5,0,84,1.7,164,192,1.9,10
22.4,0.32,2.5,9.4,12,17.4,12,1.5,0,83,1.6,168,195,1.4,8
22.3,0.35,3.1,11.9,15,11,10,1.2,0,84,1.7,179,163,1.1,8
22,0.27,1.9,7.7,9.7,10.9,11,1.4,0,85,1.6,179,169,1.6,9
21.8,0.24,1.9,5.7,7.6,10.7,16,1.4,0,85,1.4,182,200,1.8,8
21.7,0.22,1.2,4.5,5.8,12,19,1.5,0,85,1.2,186,173,1.7,10
21.7,0.22,0.8,3.6,4.4,11.3,17,1.5,0,85,1.3,185,170,1.7,9
21.7,0.2,0.9,3.1,4,13,15,1.1,0,84,1.3,180,163,1.2,10
21.7,0.27,0.8,4.5,5.4,7.7,22,1.4,0,85,1.3,198,197,1.3,9
21.7,0.49,1.6,6.7,8.4,6.5,24,1.7,0,86,1.4,185,180,2.1,12
21.7,0.37,3.6,6.7,10.3,5.9,24,1,0,85,1.6,184,316,1.2,11
21.5,0.43,9.2,11.1,20.4,6.1,14,0.2,2,86,1.8,284,149,1,10
21.5,0.5,8.9,15.9,24.8,16.6,11,0.3,0.2,88,1.9,162,315,0.5,14
21.7,0.34,5,15.4,20.5,21,13,0.9,0.8,88,1.8,323,315,1,13
22.5,0.45,2.6,26.2,28.9,24.5,11,0.8,2.2,87,1.4,16,11,1,11
22,0.42,2.4,24.7,27.2,23.2,12,1,1.2,88,1.7,343,333,0.8,13
21.9,0.54,4.8,30.3,35.1,17.6,15,0.4,1.4,89,1.8,94,137,1.2,11
21.9,0.64,4.1,36.3,40.5,9.6,13,0.6,1.8,89,1.9,358,31,0.5,14
21.9,0.61,3,31.6,34.6,13.1,16,0.3,0.2,89,2.1,88,141,0.6,13
21.9,0.62,5.8,34.6,40.5,6.1,16,0.4,0.6,89,2.2,59,69,0.7,16
21.8,0.58,4.2,30.9,35.1,7.3,16,0.2,0.2,89,2.1,95,5,0.6,14
21.8,0.54,4.7,30.4,35.1,3.4,21,0.4,0.2,89,2.1,24,64,0.7,16
21.7,0.44,2.2,25.2,27.4,6.3,19,0.6,0.2,89,2.1,17,100,0.7,18
21.7,0.43,2.3,24.2,26.6,4.5,16,0.3,1,89,1.8,110,152,0.4,13
21.7,0.46,2.6,24.9,27.6,2.2,11,0.2,1,90,1.7,323,307,0.8,12
21.6,0.47,2.5,24.8,27.3,2,14,0.5,2,91,1.8,320,310,0.8,17
21.6,0.46,3,23.9,27,1.8,15,0.3,3.2,91,1.8,84,97,1,14
19.6,0.32,1.1,4.8,6,61.2,0,1.2,4.6,90,1.3,89,97,1.8,7
19.4,0.36,1.2,8.2,9.4,56.4,0,1.3,1.4,89,1.6,104,99,2.3,6
19.6,0.45,3.4,16.8,20.3,43.1,7,0.9,0.2,86,2,96,35,1.4,6
19.4,0.48,3.9,19.2,23.1,40.4,10,1.2,0.4,85,2.2,120,136,1.8,5
19.1,0.36,2.7,14.7,17.5,44.6,8,1.2,0.4,87,2.2,137,129,1,8
19.3,0.35,3.1,12.8,16,48.2,9,1.2,0.4,87,2,102,98,2,8
20,0.36,2.8,12.2,15.1,48.1,13,0.6,0,85,2,46,59,1.3,8
19.9,0.34,3.1,12.3,15.5,46.9,12,0.8,0.4,85,2,73,125,1.2,8
20.2,0.35,2.4,10.7,13.1,47.4,8,0.7,0,83,1.8,37,48,1.5,7
20.5,0.36,2.6,14.9,17.5,43.8,17,1,0,80,3.5,24,20,1.6,13
21,0.43,6.3,18.5,24.9,39.1,17,0.6,0,79,2.6,46,83,1.5,12
21.3,0.37,2.3,11.1,13.4,49.8,23,1,0,66,2,124,86,0.7,15
21.1,0.57,3.4,21.6,25.1,35,26,1,0,66,2.1,113,130,1.5,15
20.4,0.59,3.5,20.4,23.9,27.1,24,1.6,0,76,2,143,135,1,13
19.5,0.78,9.4,33.3,42.8,5,31,0.9,0,81,2.5,102,77,0.9,18
18.9,0.76,9.8,28.8,38.6,4.1,26,0.7,0,83,2.5,76,114,1.2,18
18.6,0.57,5.4,20.7,26.1,11.7,17,1.5,0,83,2.3,131,99,1.4,11
17.8,0.59,4.8,23.3,28.2,7.4,20,1,0,83,2.1,124,110,1.1,9
17.4,0.66,6.3,23,29.4,4.5,18,0.8,0,83,2.2,120,99,0.8,12
16.8,0.49,3.3,19.1,22.5,8.5,25,0.8,0,83,1.7,84,76,1,12
16.4,0.35,1.6,10.9,12.5,13.3,25,0.7,0,82,2.1,65,80,0.8,12
16.1,0.33,1.6,10.1,11.8,13.2,25,0.7,0,82,2,94,115,1,15
15.9,0.27,1.5,8.6,10.1,16.4,27,0.7,0,81,2,89,125,0.8,11
16,0.3,1.3,10.7,12.1,10.2,23,0.6,0,82,2.1,87,85,1.1,11
16.6,0.38,1.9,7,8.9,17.4,21,1.7,0,81,1.9,168,180,2.9,9
17.9,0.52,13.4,14.2,27.7,11.9,21,0.7,0,76,2.2,126,120,0.7,9
19.9,0.47,8.1,9.3,17.4,21.3,21,1.9,0,67,2.2,175,171,1.7,8
22.1,0.35,6.2,6.9,13.2,26.1,18,2,0,60,2.1,171,164,2.1,8
24.9,0.39,6.1,10.7,16.8,32.5,18,0.2,0,53,2,182,356,0.9,8
27.6,0.63,6,21.3,27.4,58.7,36,0.5,0,45,1.9,305,328,1.5,11
29.4,0.57,3.2,16.1,19.3,79.9,32,1.1,0,37,1.9,322,337,2.3,15
30.5,0.53,2,14.5,16.6,95.8,37,1.1,0,36,2.1,325,338,1.7,15
31.2,0.59,1.7,15,16.8,130,44,0.9,0,38,3.2,321,282,1.6,23
30.6,0.6,1.6,17.5,19.1,131.4,49,2.8,0,50,3.4,328,357,3.4,30
29.6,0.52,2.1,16.6,18.7,90.6,40,2.9,0,54,3,351,352,3.1,18
28.8,0.55,2.2,19.4,21.6,84.1,38,2.3,0,54,2.9,343,341,2.7,20
27.7,0.65,2,26.3,28.3,75.5,44,1.9,0,54,2.7,340,339,2,18
26.1,0.73,1.6,33.3,35,63.2,50,0.9,0,59,4.8,2,17,1.2,20
24.9,0.89,2.8,45.2,48,36.8,35,0.6,0,67,4.3,166,161,1.3,24
23.8,0.73,3.5,34.9,38.5,31.7,43,1.3,0,69,3.2,172,168,1.4,26
23,0.7,2,28.5,30.6,28.6,35,1.4,0,73,2.7,170,199,2.1,17
22.7,0.55,1.9,15.6,17.5,31.6,34,1.7,0,76,2.2,178,156,1.9,19
22.5,0.46,1.6,10.9,12.5,30.7,29,1.8,0,76,1.9,162,181,1.3,20
22.1,0.45,1.5,9.5,11.1,29.9,40,1.6,0,76,2.4,167,132,1.9,17
21.5,0.37,1.5,5.8,7.4,29.5,23,2,0,78,1.5,174,183,2.5,15
21.1,0.35,1.2,5.6,6.9,25.2,22,1.8,0,78,1.5,169,164,2.2,13
20.6,0.31,1.2,4,5.2,24.3,20,2.4,0,79,1.6,175,177,2.6,15
20.2,0.31,1.6,3.3,5,24.8,26,1.9,0,78,1.7,179,172,1.6,12
19.9,0.46,1.5,3.5,5,23.6,23,2.2,0,78,1.9,184,186,2.3,12
20.2,0.45,2.2,5.9,8.1,22,27,2.2,0,76,1.8,184,172,2.5,16
21.1,0.41,3.8,6.6,10.5,23.3,24,2.3,0,72,1.8,185,190,2.6,17
22.9,0.44,4,6.7,10.8,27.7,19,2,0,66,1.9,179,169,1.6,14
25.2,0.42,3.8,9.8,13.6,36.8,27,1.1,0,58,1.6,169,182,1,14
27.6,0.36,3.2,8.2,11.5,47.2,28,1,0,44,1.3,150,130,1.5,12
29.5,0.39,3.3,12.5,15.8,59.7,29,0.2,0,43,1.9,250,338,1,14
30.9,0.48,2.9,15.7,18.6,83.6,36,0.4,0,42,2.7,176,246,0.8,18
31.1,0.48,2.2,15.9,18.2,94,45,1.2,0,45,3,282,303,1.9,19
30.5,0.52,1.9,13.8,15.7,104.1,49,1.8,0,52,3.8,297,259,1.6,28
30.4,0.51,1.9,13.5,15.4,105.3,49,1.2,0,54,3.8,280,333,1.6,22
30.3,0.5,1.6,12.2,13.8,105.7,42,1.5,0,54,3.3,319,322,1.7,27
29.7,0.6,1.4,18.1,19.5,95,54,1,0,56,3.1,290,43,1.2,27
27.8,0.78,1.4,28.1,29.5,67.6,47,0.8,0,60,6.1,73,108,1.3,26
26.3,0.84,1.8,30.8,32.7,44.8,47,1.3,0,69,3.7,149,145,1.3,30
25.3,0.63,1.9,19.5,21.5,38.1,37,1.1,0,73,2,163,143,2,21
24.3,0.49,1.6,11.4,13,43.3,39,2.1,0,74,1.9,137,131,2.1,21
23.8,0.51,1.7,12.2,14,38.8,33,1.5,0,75,1.9,146,158,1.4,23
23.3,0.52,1.8,13.3,15.1,33.2,39,1,0,76,1.7,158,138,1.1,24
22.7,0.54,1.5,16.6,18.2,30,34,0.7,0,81,3.1,192,186,2.3,29
22.2,0.31,1.3,4.7,6,30.9,25,1.9,0,74,1.7,176,187,2.2,18
21.6,0.3,1.2,3.4,4.7,30.6,25,2.5,0,74,1.4,182,190,2.6,15
20.9,0.28,1.2,2.6,3.8,28.9,26,2.7,0,77,1.3,187,184,2.8,15
20.6,0.3,1.2,2.2,3.5,33.2,26,2.8,0,79,1.3,174,168,2.2,16
20.6,0.42,1.4,2.9,4.3,33,21,2.1,0,77,1.6,179,161,1.3,18
21.1,0.45,2.2,5.9,8.1,29.7,27,1.9,0,73,1.7,190,194,2.4,15
22.3,0.34,2.7,4.7,7.4,32.8,21,2.3,0,68,1.7,175,171,2.3,14
24.7,0.38,2.9,6.4,9.3,41.3,26,1.4,0,66,1.6,179,174,1.4,13
27.4,0.37,2.1,5.5,7.6,56,24,0.2,0,62,1.5,26,311,1.5,13
29.2,0.38,1.6,4.9,6.6,73.6,29,1.4,0,54,1.8,325,335,2.7,14
30.5,0.48,1.4,7.5,9,96.5,35,1.8,0,48,2.2,332,329,2.1,19
31.1,0.47,1.3,7.2,8.5,109.8,41,0.8,0,45,2.4,301,42,1.3,19
31.6,0.52,1.1,8.7,9.9,109.3,36,1.6,0,49,2.4,337,331,3.2,21
30.5,0.4,1.4,6.5,7.9,81.1,36,2.5,0,57,2.3,330,10,1.7,19
28.8,0.35,1.7,6.2,7.9,59.2,25,1.6,0,65,1.9,29,30,2.5,13
27.6,0.34,1.9,6.8,8.7,51.3,20,1.4,0,71,2.4,60,87,2.2,15
27.4,0.41,1.8,9.9,11.7,44.5,18,0.9,0,72,1.8,59,64,1.4,16
27.3,0.4,1.6,8.4,10,39.4,12,1.9,0,69,1.4,95,103,3.2,10
27,0.3,1.5,5.4,7,43.1,14,2.7,0,67,1.3,125,123,2.4,11
26.6,0.32,1.8,8.3,10.1,36.5,19,1.7,0,70,1.2,103,88,2.2,10
26.2,0.27,1.6,6.9,8.6,36.7,19,2.3,0,72,1.1,106,95,2.7,10
26.2,0.25,1.3,6.5,7.9,37.2,15,2.2,0,72,1.1,100,85,2.9,10
26.1,0.23,1.1,4.9,6,39.6,14,2.4,0,71,1.2,108,112,3,8
26.2,0.22,1.1,4.1,5.3,39.8,18,2.6,0,69,1.5,97,103,2.7,15
26.1,0.19,0.4,2.7,3.2,41.4,12,2.6,0,69,1.5,110,117,3,11
26.3,0.18,0.6,3,3.6,42.1,19,2.4,0,67,1.3,111,116,2.9,11
26.4,0.18,0.7,2.9,3.7,42.6,18,2.1,0,66,1.3,108,104,2.1,10
26.3,0.18,0.4,2.6,3.1,43.2,18,2.1,0,66,1.3,115,110,2.3,13
26.2,0.21,0.6,4,4.7,42,26,2.2,0,67,1.2,117,120,2.8,9
26.3,0.23,1.4,6.5,8,40.9,19,2.7,0,67,1.3,118,121,3.4,10
26.6,0.3,1.7,7,8.8,41.8,26,3.6,0,67,1.3,122,126,3.9,9
26.8,0.29,1.8,6.1,7.9,43.9,27,3.2,0,66,1.4,113,96,2.7,10
27.4,0.24,1.5,4.4,5.9,46.3,31,3.4,0,65,1.4,130,143,4.6,10
27.1,0.23,1.1,4.1,5.2,47.8,15,4,0,67,1.3,134,135,4.7,10
27.4,0.23,1.1,2.8,3.9,47.9,17,4.1,0,66,1.3,131,132,4.9,9
27.7,0.22,1.2,2.7,4,46.1,13,4.4,0,65,1.3,129,135,4.2,8
28.4,0.19,0.8,1.8,2.6,44,9,4.4,0,63,1.3,137,133,4.2,4
28.3,0.23,1.2,5.1,6.4,39,6,2.5,0,64,1.2,128,125,1.8,2
27.9,0.26,2.1,7,9.2,36.1,4,2.3,0,65,1.3,132,132,1.6,4
27,0.28,1.5,6.3,7.8,36.3,12,2.6,0,67,1.5,137,137,2.3,6
26.1,0.3,1.2,6.5,7.8,36.1,10,2.4,0,71,1.5,137,144,2.4,9
25.5,0.35,1.4,9.4,10.8,31.4,15,1.9,0,74,1.4,144,187,1.7,10
25.2,0.47,3.1,14.4,17.5,22.4,13,1.7,0,76,1.6,159,170,1.6,10
